d15/debugstate/kwl/fan1 Fan1 - M: 36075940, gap: -8, tsf: 645, ssf: 1230, rpm: 1222
d15/debugstate/kwl/fan1 Fan1 - M: 347075940, gap: -14, tsf: 647, ssf: 1230, rpm: 1216
d15/debugstate/kwl/fan2 Fan2 - M: 347075940, gap: -5, tsf: 190, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 348075940, gap: -12, tsf: 647, ssf: 1230, rpm: 1218
d15/debugstate/kwl/fan2 Fan2 - M: 348075940, gap: -5, tsf: 190, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 349075940, gap: -11, tsf: 647, ssf: 1230, rpm: 1219
d15/debugstate/kwl/fan2 Fan2 - M: 349075940, gap: -2, tsf: 190, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 350075940, gap: -17, tsf: 647, ssf: 1230, rpm: 1213
d15/debugstate/kwl/fan2 Fan2 - M: 350075940, gap: -5, tsf: 190, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 352075940, gap: -17, tsf: 647, ssf: 1230, rpm: 1213
d15/debugstate/kwl/fan2 Fan2 - M: 352075940, gap: -4, tsf: 190, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 353075940, gap: -17, tsf: 647, ssf: 1230, rpm: 1213
d15/debugstate/kwl/fan2 Fan2 - M: 353075940, gap: -5, tsf: 190, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 354075940, gap: -17, tsf: 647, ssf: 1230, rpm: 1213
d15/debugstate/kwl/fan2 Fan2 - M: 354075940, gap: -5, tsf: 190, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 355075940, gap: -16, tsf: 647, ssf: 1230, rpm: 1214
d15/debugstate/kwl/fan2 Fan2 - M: 355075940, gap: -4, tsf: 190, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 357075940, gap: -17, tsf: 647, ssf: 1230, rpm: 1213
d15/debugstate/kwl/fan2 Fan2 - M: 357075940, gap: -4, tsf: 190, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 358075940, gap: -18, tsf: 647, ssf: 1230, rpm: 1212
d15/debugstate/kwl/fan2 Fan2 - M: 358075940, gap: -5, tsf: 190, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 362075940, gap: -15, tsf: 647, ssf: 1230, rpm: 1215
d15/debugstate/kwl/fan2 Fan2 - M: 362075940, gap: -2, tsf: 190, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 363075940, gap: -15, tsf: 647, ssf: 1230, rpm: 1215
d15/debugstate/kwl/fan2 Fan2 - M: 363075940, gap: -2, tsf: 190, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 364075940, gap: -15, tsf: 647, ssf: 1230, rpm: 1215
d15/debugstate/kwl/fan2 Fan2 - M: 364075940, gap: -4, tsf: 190, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 365075940, gap: -19, tsf: 884, ssf: 1230, rpm: 1211
d15/debugstate/kwl/fan2 Fan2 - M: 365075940, gap: -6, tsf: 446, ssf: 1360, rpm: 1354
d15/debugstate/kwl/fan1 Fan1 - M: 368075940, gap: 291, tsf: 823, ssf: 1230, rpm: 1521
d15/debugstate/kwl/fan2 Fan2 - M: 368075940, gap: 414, tsf: 361, ssf: 1360, rpm: 1774
d15/debugstate/kwl/fan1 Fan1 - M: 370075940, gap: 325, tsf: 787, ssf: 1230, rpm: 1555
d15/debugstate/kwl/fan2 Fan2 - M: 370075940, gap: 337, tsf: 336, ssf: 1360, rpm: 1697
d15/debugstate/kwl/fan1 Fan1 - M: 374075940, gap: 324, tsf: 787, ssf: 1230, rpm: 1554
d15/debugstate/kwl/fan2 Fan2 - M: 374075940, gap: 336, tsf: 336, ssf: 1360, rpm: 1696
d15/debugstate/kwl/fan1 Fan1 - M: 375075940, gap: 297, tsf: 760, ssf: 1230, rpm: 1527
d15/debugstate/kwl/fan2 Fan2 - M: 375075940, gap: 314, tsf: 307, ssf: 1360, rpm: 1674
d15/debugstate/kwl/fan1 Fan1 - M: 376075940, gap: 258, tsf: 738, ssf: 1230, rpm: 1488
d15/debugstate/kwl/fan2 Fan2 - M: 376075940, gap: 270, tsf: 284, ssf: 1360, rpm: 1630
d15/debugstate/kwl/fan1 Fan1 - M: 377075940, gap: 219, tsf: 720, ssf: 1230, rpm: 1449
d15/debugstate/kwl/fan2 Fan2 - M: 377075940, gap: 222, tsf: 267, ssf: 1360, rpm: 1582
d15/debugstate/kwl/fan1 Fan1 - M: 378075940, gap: 157, tsf: 711, ssf: 1230, rpm: 1387
d15/debugstate/kwl/fan2 Fan2 - M: 378075940, gap: 158, tsf: 257, ssf: 1360, rpm: 1518
d15/debugstate/kwl/fan1 Fan1 - M: 379075940, gap: 152, tsf: 711, ssf: 1230, rpm: 1382
d15/debugstate/kwl/fan2 Fan2 - M: 379075940, gap: 154, tsf: 257, ssf: 1360, rpm: 1514
d15/debugstate/kwl/fan1 Fan1 - M: 380075940, gap: 142, tsf: 698, ssf: 1230, rpm: 1372
d15/debugstate/kwl/fan2 Fan2 - M: 380075940, gap: 147, tsf: 244, ssf: 1360, rpm: 1507
d15/debugstate/kwl/fan1 Fan1 - M: 381075940, gap: 120, tsf: 688, ssf: 1230, rpm: 1350
d15/debugstate/kwl/fan2 Fan2 - M: 381075940, gap: 126, tsf: 233, ssf: 1360, rpm: 1486
d15/debugstate/kwl/fan1 Fan1 - M: 382075940, gap: 99, tsf: 688, ssf: 1230, rpm: 1329
d15/debugstate/kwl/fan2 Fan2 - M: 382075940, gap: 104, tsf: 233, ssf: 1360, rpm: 1464
d15/debugstate/kwl/fan1 Fan1 - M: 383075940, gap: 78, tsf: 685, ssf: 1230, rpm: 1308
d15/debugstate/kwl/fan2 Fan2 - M: 383075940, gap: 85, tsf: 229, ssf: 1360, rpm: 1445
d15/debugstate/kwl/fan1 Fan1 - M: 384075940, gap: 78, tsf: 685, ssf: 1230, rpm: 1308
d15/debugstate/kwl/fan2 Fan2 - M: 384075940, gap: 85, tsf: 229, ssf: 1360, rpm: 1445
d15/debugstate/kwl/fan1 Fan1 - M: 385075940, gap: 73, tsf: 678, ssf: 1230, rpm: 1303
d15/debugstate/kwl/fan2 Fan2 - M: 385075940, gap: 82, tsf: 221, ssf: 1360, rpm: 1442
d15/debugstate/kwl/fan1 Fan1 - M: 386075940, gap: 66, tsf: 678, ssf: 1230, rpm: 1296
d15/debugstate/kwl/fan2 Fan2 - M: 386075940, gap: 72, tsf: 221, ssf: 1360, rpm: 1432
d15/debugstate/kwl/fan1 Fan1 - M: 387075940, gap: 57, tsf: 674, ssf: 1230, rpm: 1287
d15/debugstate/kwl/fan2 Fan2 - M: 387075940, gap: 63, tsf: 216, ssf: 1360, rpm: 1423
d15/debugstate/kwl/fan1 Fan1 - M: 388075940, gap: 47, tsf: 670, ssf: 1230, rpm: 1277
d15/debugstate/kwl/fan2 Fan2 - M: 388075940, gap: 54, tsf: 212, ssf: 1360, rpm: 1414
d15/debugstate/kwl/fan1 Fan1 - M: 389075940, gap: 48, tsf: 670, ssf: 1230, rpm: 1278
d15/debugstate/kwl/fan2 Fan2 - M: 389075940, gap: 53, tsf: 212, ssf: 1360, rpm: 1413
d15/debugstate/kwl/fan1 Fan1 - M: 390075940, gap: 45, tsf: 666, ssf: 1230, rpm: 1275
d15/debugstate/kwl/fan2 Fan2 - M: 390075940, gap: 52, tsf: 207, ssf: 1360, rpm: 1412
d15/debugstate/kwl/fan1 Fan1 - M: 391075940, gap: 36, tsf: 663, ssf: 1230, rpm: 1266
d15/debugstate/kwl/fan2 Fan2 - M: 391075940, gap: 40, tsf: 207, ssf: 1360, rpm: 1400
d15/debugstate/kwl/fan1 Fan1 - M: 392075940, gap: 28, tsf: 661, ssf: 1230, rpm: 1258
d15/debugstate/kwl/fan2 Fan2 - M: 392075940, gap: 32, tsf: 206, ssf: 1360, rpm: 1392
d15/debugstate/kwl/fan1 Fan1 - M: 393075940, gap: 21, tsf: 660, ssf: 1230, rpm: 1251
d15/debugstate/kwl/fan2 Fan2 - M: 393075940, gap: 30, tsf: 203, ssf: 1360, rpm: 1390
d15/debugstate/kwl/fan1 Fan1 - M: 394075940, gap: 21, tsf: 660, ssf: 1230, rpm: 1251
d15/debugstate/kwl/fan2 Fan2 - M: 394075940, gap: 30, tsf: 203, ssf: 1360, rpm: 1390
d15/debugstate/kwl/fan1 Fan1 - M: 395075940, gap: 20, tsf: 658, ssf: 1230, rpm: 1250
d15/debugstate/kwl/fan2 Fan2 - M: 395075940, gap: 27, tsf: 201, ssf: 1360, rpm: 1387
d15/debugstate/kwl/fan1 Fan1 - M: 396075940, gap: 18, tsf: 656, ssf: 1230, rpm: 1248
d15/debugstate/kwl/fan2 Fan2 - M: 396075940, gap: 24, tsf: 198, ssf: 1360, rpm: 1384
d15/debugstate/kwl/fan1 Fan1 - M: 397075940, gap: 13, tsf: 656, ssf: 1230, rpm: 1243
d15/debugstate/kwl/fan2 Fan2 - M: 397075940, gap: 21, tsf: 197, ssf: 1360, rpm: 1381
d15/debugstate/kwl/fan1 Fan1 - M: 398075940, gap: 9, tsf: 655, ssf: 1230, rpm: 1239
d15/debugstate/kwl/fan2 Fan2 - M: 398075940, gap: 16, tsf: 196, ssf: 1360, rpm: 1376
d15/debugstate/kwl/fan1 Fan1 - M: 399075940, gap: 8, tsf: 655, ssf: 1230, rpm: 1238
d15/debugstate/kwl/fan2 Fan2 - M: 399075940, gap: 18, tsf: 196, ssf: 1360, rpm: 1378
d15/debugstate/kwl/fan1 Fan1 - M: 400075940, gap: 8, tsf: 654, ssf: 1230, rpm: 1238
d15/debugstate/kwl/fan2 Fan2 - M: 400075940, gap: 17, tsf: 194, ssf: 1360, rpm: 1377
d15/debugstate/kwl/fan1 Fan1 - M: 401075940, gap: 3, tsf: 655, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 401075940, gap: 11, tsf: 193, ssf: 1360, rpm: 1371
d15/debugstate/kwl/fan1 Fan1 - M: 402075940, gap: 3, tsf: 655, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 402075940, gap: 8, tsf: 193, ssf: 1360, rpm: 1368
d15/debugstate/kwl/fan1 Fan1 - M: 403075940, gap: 3, tsf: 654, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 403075940, gap: 8, tsf: 192, ssf: 1360, rpm: 1368
d15/debugstate/kwl/fan1 Fan1 - M: 404075940, gap: 3, tsf: 654, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 404075940, gap: 8, tsf: 192, ssf: 1360, rpm: 1368
d15/debugstate/kwl/fan1 Fan1 - M: 405075940, gap: 4, tsf: 654, ssf: 1230, rpm: 1234
d15/debugstate/kwl/fan2 Fan2 - M: 405075940, gap: 8, tsf: 191, ssf: 1360, rpm: 1368
d15/debugstate/kwl/fan1 Fan1 - M: 406075940, gap: 3, tsf: 654, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 406075940, gap: 7, tsf: 191, ssf: 1360, rpm: 1367
d15/debugstate/kwl/fan1 Fan1 - M: 407075940, gap: 3, tsf: 653, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 407075940, gap: 3, tsf: 191, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 408075940, gap: 2, tsf: 653, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 408075940, gap: 1, tsf: 191, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 409075940, gap: 3, tsf: 653, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 409075940, gap: 4, tsf: 191, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 410075940, gap: 3, tsf: 653, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 410075940, gap: 4, tsf: 190, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 411075940, gap: -2, tsf: 653, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 411075940, gap: 2, tsf: 190, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 412075940, gap: -2, tsf: 653, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 412075940, gap: 2, tsf: 190, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 413075940, gap: -2, tsf: 654, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 413075940, gap: 1, tsf: 190, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 414075940, gap: -2, tsf: 654, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 414075940, gap: 1, tsf: 190, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 415075940, gap: -1, tsf: 654, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 415075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 416075940, gap: -1, tsf: 654, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 416075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 417075940, gap: -1, tsf: 654, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 417075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 418075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 418075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 419075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 419075940, gap: 3, tsf: 190, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 420075940, gap: 3, tsf: 653, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 420075940, gap: 2, tsf: 190, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 421075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 421075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 422075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 422075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 423075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 423075940, gap: -1, tsf: 190, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 424075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 424075940, gap: 0, tsf: 190, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 425075940, gap: 2, tsf: 653, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 425075940, gap: 1, tsf: 190, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 426075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 426075940, gap: 1, tsf: 190, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 427075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 427075940, gap: 2, tsf: 190, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 428075940, gap: 2, tsf: 653, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 428075940, gap: 3, tsf: 189, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 429075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 429075940, gap: 2, tsf: 189, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 430075940, gap: 3, tsf: 652, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 430075940, gap: 3, tsf: 189, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 431075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 431075940, gap: 0, tsf: 189, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 432075940, gap: -2, tsf: 653, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 432075940, gap: 0, tsf: 189, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 433075940, gap: 0, tsf: 653, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 433075940, gap: 2, tsf: 189, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 434075940, gap: 0, tsf: 653, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 434075940, gap: 2, tsf: 189, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 435075940, gap: -2, tsf: 653, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 435075940, gap: 2, tsf: 189, ssf: 1360, rpm: 1362
d15/debugstate/kwl/fan1 Fan1 - M: 436075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 436075940, gap: 3, tsf: 189, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 437075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 437075940, gap: 3, tsf: 188, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 438075940, gap: 0, tsf: 653, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 438075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 439075940, gap: 0, tsf: 653, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 439075940, gap: 4, tsf: 188, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 440075940, gap: 2, tsf: 653, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 440075940, gap: 3, tsf: 188, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 441075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 441075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 442075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 442075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 443075940, gap: 0, tsf: 653, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 443075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 444075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 444075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 445075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 445075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 446075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 446075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 447075940, gap: 1, tsf: 653, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 447075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 448075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 448075940, gap: 1, tsf: 187, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 449075940, gap: -1, tsf: 653, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 449075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 450075940, gap: 0, tsf: 653, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 450075940, gap: 1, tsf: 187, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 451075940, gap: -3, tsf: 654, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 451075940, gap: -5, tsf: 189, ssf: 1360, rpm: 1355
d15/debugstate/kwl/fan1 Fan1 - M: 452075940, gap: -4, tsf: 654, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 452075940, gap: -4, tsf: 189, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 453075940, gap: -2, tsf: 654, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 453075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 454075940, gap: -2, tsf: 654, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 454075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 455075940, gap: -3, tsf: 654, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 455075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 456075940, gap: -3, tsf: 655, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 456075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 457075940, gap: -5, tsf: 655, ssf: 1230, rpm: 1225
d15/debugstate/kwl/fan2 Fan2 - M: 457075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 458075940, gap: -4, tsf: 655, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 458075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 459075940, gap: -4, tsf: 655, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 459075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 460075940, gap: -2, tsf: 655, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 460075940, gap: 3, tsf: 187, ssf: 1360, rpm: 1363
d15/debugstate/kwl/fan1 Fan1 - M: 461075940, gap: -4, tsf: 656, ssf: 1230, rpm: 1226
d15/debugstate/kwl/fan2 Fan2 - M: 461075940, gap: -2, tsf: 188, ssf: 1360, rpm: 1358
d15/debugstate/kwl/fan1 Fan1 - M: 462075940, gap: -2, tsf: 656, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 462075940, gap: -4, tsf: 188, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 463075940, gap: 2, tsf: 655, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 463075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 464075940, gap: 2, tsf: 655, ssf: 1230, rpm: 1232
d15/debugstate/kwl/fan2 Fan2 - M: 464075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 465075940, gap: 3, tsf: 654, ssf: 1230, rpm: 1233
d15/debugstate/kwl/fan2 Fan2 - M: 465075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 466075940, gap: 1, tsf: 655, ssf: 1230, rpm: 1231
d15/debugstate/kwl/fan2 Fan2 - M: 466075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 467075940, gap: -1, tsf: 655, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 467075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 468075940, gap: -2, tsf: 655, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 468075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 469075940, gap: -2, tsf: 655, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 469075940, gap: 1, tsf: 188, ssf: 1360, rpm: 1361
d15/debugstate/kwl/fan1 Fan1 - M: 470075940, gap: 0, tsf: 655, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 470075940, gap: 4, tsf: 187, ssf: 1360, rpm: 1364
d15/debugstate/kwl/fan1 Fan1 - M: 471075940, gap: -2, tsf: 655, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 471075940, gap: -3, tsf: 188, ssf: 1360, rpm: 1357
d15/debugstate/kwl/fan1 Fan1 - M: 472075940, gap: -2, tsf: 655, ssf: 1230, rpm: 1228
d15/debugstate/kwl/fan2 Fan2 - M: 472075940, gap: -4, tsf: 188, ssf: 1360, rpm: 1356
d15/debugstate/kwl/fan1 Fan1 - M: 473075940, gap: -3, tsf: 656, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 473075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 474075940, gap: -3, tsf: 656, ssf: 1230, rpm: 1227
d15/debugstate/kwl/fan2 Fan2 - M: 474075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 475075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 475075940, gap: -1, tsf: 188, ssf: 1360, rpm: 1359
d15/debugstate/kwl/fan1 Fan1 - M: 476075940, gap: -1, tsf: 656, ssf: 1230, rpm: 1229
d15/debugstate/kwl/fan2 Fan2 - M: 476075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
d15/debugstate/kwl/fan1 Fan1 - M: 477075940, gap: 0, tsf: 656, ssf: 1230, rpm: 1230
d15/debugstate/kwl/fan2 Fan2 - M: 477075940, gap: 0, tsf: 188, ssf: 1360, rpm: 1360
